locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_02612	CDS	951	yidC			Membrane protein insertase YidC
E745S_02613	gene	276	acyP			
E745S_02613	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
E745S_02614	gene	765				
E745S_02614	CDS	765		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
E745S_02615	gene	504				
E745S_02615	CDS	504				hypothetical protein
E745S_02616	gene	642				
E745S_02616	CDS	642				hypothetical protein
E745S_02617	gene	1269	eriC			
E745S_02617	CDS	1269	eriC		COG0038	Chloride/fluoride channel protein
E745S_02618	gene	1200				
E745S_02618	CDS	1200				hypothetical protein
E745S_02619	gene	1308	dacA			
E745S_02619	CDS	1308	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
E745S_02620	gene	123				
E745S_02620	CDS	123				hypothetical protein
E745S_02621	gene	1119				
E745S_02621	CDS	1119				hypothetical protein
E745S_02622	gene	321				
E745S_02622	CDS	321				hypothetical protein
E745S_02623	gene	165				
E745S_02623	CDS	165				hypothetical protein
E745S_02624	gene	201	cspLA_2			
E745S_02624	CDS	201	cspLA_2		COG1278	Cold shock-like protein CspLA
E745S_02625	gene	2790	dinG_2			
E745S_02625	CDS	2790	dinG_2	3.1.-.-		3'-5' exonuclease DinG
E745S_02626	gene	504				
E745S_02626	CDS	504				hypothetical protein
E745S_02627	gene	1191	aspB			
E745S_02627	CDS	1191	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
E745S_02628	gene	1299	asnS			
E745S_02628	CDS	1299	asnS	6.1.1.22		Asparagine--tRNA ligase
E745S_02629	gene	675	axe2			
E745S_02629	CDS	675	axe2	3.1.1.72		Acetylxylan esterase
E745S_02630	gene	342				
E745S_02630	CDS	342				hypothetical protein
E745S_02631	gene	360	yccF			
E745S_02631	CDS	360	yccF		COG3304	Inner membrane protein YccF
E745S_02632	gene	2085	cadA			
E745S_02632	CDS	2085	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
E745S_02633	gene	1467	ycaM			
E745S_02633	CDS	1467	ycaM		COG0531	Inner membrane transporter YcaM
E745S_02634	gene	1296				
E745S_02634	CDS	1296				ISL3 family transposase ISEfa5
E745S_02635	gene	540				
E745S_02635	CDS	540				hypothetical protein
E745S_02636	gene	441	copY			
E745S_02636	CDS	441	copY			Transcriptional repressor CopY
E745S_02637	gene	210	copZ			
E745S_02637	CDS	210	copZ			Copper chaperone CopZ
E745S_02638	gene	2187	copA			
E745S_02638	CDS	2187	copA	7.2.2.8		putative copper-importing P-type ATPase A
E745S_02639	gene	2172	copB			
E745S_02639	CDS	2172	copB	7.2.2.8		Copper-exporting P-type ATPase B
E745S_02640	gene	741				
E745S_02640	CDS	741				hypothetical protein
E745S_02641	gene	1299				
E745S_02641	CDS	1299				hypothetical protein
E745S_02642	gene	753				
E745S_02642	CDS	753				hypothetical protein
E745S_02643	gene	324				
E745S_02643	CDS	324				hypothetical protein
E745S_02644	gene	849				
E745S_02644	CDS	849				hypothetical protein
E745S_02645	gene	813				
E745S_02645	CDS	813				hypothetical protein
E745S_02646	gene	324				
E745S_02646	CDS	324				hypothetical protein
E745S_02647	gene	570				
E745S_02647	CDS	570				hypothetical protein
E745S_02648	gene	297	lytA			
E745S_02648	CDS	297	lytA	3.5.1.28		Autolysin
E745S_02649	gene	246				
E745S_02649	CDS	246				hypothetical protein
E745S_02650	gene	570				
E745S_02650	CDS	570				IS3 family transposase ISEnfa3
E745S_02651	gene	537				
E745S_02651	CDS	537				hypothetical protein
E745S_02652	gene	1179				
E745S_02652	CDS	1179				IS256 family transposase ISEf1
E745S_02653	gene	537				
E745S_02653	CDS	537				hypothetical protein
E745S_02654	gene	657				
E745S_02654	CDS	657				IS3 family transposase ISEnfa3
E745S_02655	gene	417				
E745S_02655	CDS	417				hypothetical protein
E745S_02656	gene	261				
E745S_02656	CDS	261				hypothetical protein
E745S_02657	gene	1251				
E745S_02657	CDS	1251				IS110 family transposase ISSpn10
E745S_02658	gene	975	cbh_3			
E745S_02658	CDS	975	cbh_3	3.5.1.24		Choloylglycine hydrolase
E745S_02659	gene	1296				
E745S_02659	CDS	1296				ISL3 family transposase ISEfa5
E745S_02660	gene	1188				
E745S_02660	CDS	1188				IS256 family transposase IS16
E745S_02661	gene	318				
E745S_02661	CDS	318				hypothetical protein
E745S_02662	gene	366				
E745S_02662	CDS	366				hypothetical protein
E745S_02663	gene	483				
E745S_02663	CDS	483				hypothetical protein
E745S_02664	gene	891	pstS1_2			
E745S_02664	CDS	891	pstS1_2		COG0226	Phosphate-binding protein PstS 1
E745S_02665	gene	1296				
E745S_02665	CDS	1296				ISL3 family transposase IS1251
E745S_02666	gene	1269				
E745S_02666	CDS	1269				ISL3 family transposase IS1476
E745S_02667	gene	2472	ctpE_2			
E745S_02667	CDS	2472	ctpE_2	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
E745S_02668	gene	1737	phoR_2			
E745S_02668	CDS	1737	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
E745S_02669	gene	705	phoP			
E745S_02669	CDS	705	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
E745S_02670	gene	417				
E745S_02670	CDS	417				hypothetical protein
E745S_02671	gene	339				
E745S_02671	CDS	339				hypothetical protein
E745S_02672	gene	1419	ffh			
E745S_02672	CDS	1419	ffh		COG0541	Signal recognition particle protein
E745S_02673	gene	579	tag			
E745S_02673	CDS	579	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
E745S_02674	gene	522				
E745S_02674	CDS	522				IS1595 family transposase ISCac2
E745S_02675	gene	555	chrR			
E745S_02675	CDS	555	chrR	1.6.5.2	COG0431	Quinone reductase
E745S_02676	gene	276	rpsP			
E745S_02676	CDS	276	rpsP		COG0228	30S ribosomal protein S16
E745S_02677	gene	252				
E745S_02677	CDS	252				hypothetical protein
E745S_02678	gene	792				
E745S_02678	CDS	792				hypothetical protein
E745S_02679	gene	522	rimM			
E745S_02679	CDS	522	rimM			Ribosome maturation factor RimM
E745S_02680	gene	762	trmD			
E745S_02680	CDS	762	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
E745S_02681	gene	348	rplS			
E745S_02681	CDS	348	rplS		COG0335	50S ribosomal protein L19
E745S_02682	gene	663				
E745S_02682	CDS	663				hypothetical protein
E745S_02683	gene	3228				
E745S_02683	CDS	3228				hypothetical protein
E745S_02684	gene	315				
E745S_02684	CDS	315				hypothetical protein
E745S_02685	gene	375				
E745S_02685	CDS	375				hypothetical protein
E745S_02686	gene	345				
E745S_02686	CDS	345				hypothetical protein
E745S_02687	gene	1146				
E745S_02687	CDS	1146				hypothetical protein
E745S_02688	gene	1860				
E745S_02688	CDS	1860				hypothetical protein
E745S_02689	gene	252				
E745S_02689	CDS	252				hypothetical protein
E745S_02690	gene	1143				
E745S_02690	CDS	1143				IS1595 family transposase ISCco3
E745S_02691	gene	255				
E745S_02691	CDS	255				hypothetical protein
E745S_02692	gene	1185				
E745S_02692	CDS	1185				hypothetical protein
E745S_02693	gene	138				
E745S_02693	CDS	138				hypothetical protein
E745S_02694	gene	1911				
E745S_02694	CDS	1911				hypothetical protein
E745S_02695	gene	501				
E745S_02695	CDS	501				hypothetical protein
E745S_02696	gene	1848				
E745S_02696	CDS	1848				hypothetical protein
E745S_02697	gene	897				
E745S_02697	CDS	897				hypothetical protein
E745S_02698	gene	390				
E745S_02698	CDS	390				hypothetical protein
E745S_02699	gene	2346				
E745S_02699	CDS	2346				hypothetical protein
E745S_02700	gene	1188				
E745S_02700	CDS	1188				IS256 family transposase IS16
E745S_02701	gene	2130				
E745S_02701	CDS	2130				hypothetical protein
E745S_02702	gene	1008				
E745S_02702	CDS	1008				hypothetical protein
E745S_02703	gene	912				
E745S_02703	CDS	912				hypothetical protein
E745S_02704	gene	729				
E745S_02704	CDS	729				IS21 family transposase ISCth15
E745S_02705	gene	1419				
E745S_02705	CDS	1419				hypothetical protein
E745S_02706	gene	1122				
E745S_02706	CDS	1122			COG3385	IS4 family transposase IS4Bsu1
E745S_02707	gene	954				
E745S_02707	CDS	954			COG2826	IS30 family transposase IS1252
E745S_02708	gene	480				
E745S_02708	CDS	480				hypothetical protein
E745S_02709	gene	291				
E745S_02709	CDS	291				IS3 family transposase ISEfa8
E745S_02710	gene	837				
E745S_02710	CDS	837				IS3 family transposase ISEfa8
E745S_02711	gene	981	degA_3			
E745S_02711	CDS	981	degA_3		COG1609	HTH-type transcriptional regulator DegA
E745S_02712	gene	1419	bfrA			
E745S_02712	CDS	1419	bfrA	3.2.1.26	COG1621	Beta-fructosidase
E745S_02713	gene	1470	treP_1			
E745S_02713	CDS	1470	treP_1		COG1263	PTS system trehalose-specific EIIBC component
E745S_02714	gene	468				
E745S_02714	CDS	468				hypothetical protein
E745S_02715	gene	873	gmuE_4			
E745S_02715	CDS	873	gmuE_4	2.7.1.4	COG1940	Putative fructokinase
E745S_02716	gene	2535	dgaR_5			
E745S_02716	CDS	2535	dgaR_5			Transcriptional regulatory protein DagR
E745S_02717	gene	108				
E745S_02717	CDS	108				hypothetical protein
E745S_02718	gene	654	agaC_2			
E745S_02718	CDS	654	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
E745S_02719	gene	792	manZ_6			
E745S_02719	CDS	792	manZ_6		COG3716	PTS system mannose-specific EIID component
E745S_02720	gene	492	manX_5			
E745S_02720	CDS	492	manX_5	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
E745S_02721	gene	411				
E745S_02721	CDS	411				hypothetical protein
E745S_02722	gene	1401				
E745S_02722	CDS	1401				hypothetical protein
E745S_02723	gene	375				
E745S_02723	CDS	375				hypothetical protein
E745S_02724	gene	195				
E745S_02724	CDS	195				hypothetical protein
E745S_02725	gene	354				
E745S_02725	CDS	354				hypothetical protein
E745S_02726	gene	1548				
E745S_02726	CDS	1548				IS66 family transposase ISRob1
E745S_02727	gene	429				
E745S_02727	CDS	429				hypothetical protein
E745S_02728	gene	252				
E745S_02728	CDS	252				hypothetical protein
E745S_02729	gene	216				
E745S_02729	CDS	216				hypothetical protein
E745S_02730	gene	309				
E745S_02730	CDS	309				hypothetical protein
E745S_02731	gene	1179	xerC_11			
E745S_02731	CDS	1179	xerC_11			Tyrosine recombinase XerC
E745S_02732	gene	294				
E745S_02732	CDS	294				hypothetical protein
E745S_02733	gene	2322				
E745S_02733	CDS	2322				hypothetical protein
E745S_02734	gene	459				
E745S_02734	CDS	459				hypothetical protein
E745S_02735	gene	1014				
E745S_02735	CDS	1014				hypothetical protein
E745S_02736	gene	447				
E745S_02736	CDS	447				hypothetical protein
E745S_02737	gene	816				
E745S_02737	CDS	816				hypothetical protein
E745S_02738	gene	1173				
E745S_02738	CDS	1173				hypothetical protein
E745S_02739	gene	198				
E745S_02739	CDS	198				hypothetical protein
E745S_02740	gene	495				
E745S_02740	CDS	495				hypothetical protein
E745S_02741	gene	423				
E745S_02741	CDS	423				hypothetical protein
E745S_02742	gene	1194	yjhB			
E745S_02742	CDS	1194	yjhB			Putative metabolite transport protein YjhB
E745S_02743	gene	378	adhR			
E745S_02743	CDS	378	adhR		COG0789	HTH-type transcriptional regulator AdhR
E745S_02744	gene	306	hdfR_3			
E745S_02744	CDS	306	hdfR_3			HTH-type transcriptional regulator HdfR
E745S_02745	gene	444				
E745S_02745	CDS	444				hypothetical protein
E745S_02746	gene	1296				
E745S_02746	CDS	1296				ISL3 family transposase ISEfa11
E745S_02747	gene	816	araQ_6			
E745S_02747	CDS	816	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
E745S_02748	gene	216				
E745S_02748	CDS	216				hypothetical protein
E745S_02749	gene	1179				
E745S_02749	CDS	1179				IS256 family transposase ISEf1
E745S_02750	gene	1485	alsS_1			
E745S_02750	CDS	1485	alsS_1	2.2.1.6	COG0028	Acetolactate synthase
E745S_02751	gene	225	alsS_2			
E745S_02751	CDS	225	alsS_2	2.2.1.6	COG0028	Acetolactate synthase
E745S_02752	gene	150				
E745S_02752	CDS	150				hypothetical protein
E745S_02753	gene	327				
E745S_02753	CDS	327				IS6 family transposase IS1216V
E745S_02754	gene	255				
E745S_02754	CDS	255				hypothetical protein
E745S_02755	gene	282				
E745S_02755	CDS	282				hypothetical protein
E745S_02756	gene	468				
E745S_02756	CDS	468				hypothetical protein
E745S_02757	gene	546	frlB_2			
E745S_02757	CDS	546	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
E745S_02758	gene	258				
E745S_02758	CDS	258				hypothetical protein
E745S_02759	gene	468				
E745S_02759	CDS	468		2.7.1.-		putative phosphotransferase enzyme IIB component
E745S_02760	gene	747	sorA_3			
E745S_02760	CDS	747	sorA_3		COG3715	PTS system sorbose-specific EIIC component
E745S_02761	gene	810	manZ_7			
E745S_02761	CDS	810	manZ_7		COG3716	PTS system mannose-specific EIID component
E745S_02762	gene	687				
E745S_02762	CDS	687				IS6 family transposase IS1216E
E745S_02763	gene	1845	bglF_4			
E745S_02763	CDS	1845	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
E745S_02764	gene	1467	bglH_3			
E745S_02764	CDS	1467	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
E745S_02765	gene	843	licT_4			
E745S_02765	CDS	843	licT_4		COG3711	Transcription antiterminator LicT
E745S_02766	gene	1296				
E745S_02766	CDS	1296				ISL3 family transposase IS1251
E745S_02767	gene	1152	bglF_5			
E745S_02767	CDS	1152	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
E745S_02768	gene	270				
E745S_02768	CDS	270				hypothetical protein
E745S_02769	gene	561				
E745S_02769	CDS	561				hypothetical protein
E745S_02770	gene	960				
E745S_02770	CDS	960			COG2826	IS30 family transposase IS6770
E745S_02771	gene	879				
E745S_02771	CDS	879				hypothetical protein
E745S_02772	gene	297				
E745S_02772	CDS	297				hypothetical protein
E745S_02773	gene	1179				
E745S_02773	CDS	1179				IS256 family transposase ISEf1
E745S_02774	gene	612				
E745S_02774	CDS	612			COG2826	IS30 family transposase IS6770
E745S_02775	gene	1179				
E745S_02775	CDS	1179				IS256 family transposase ISEf1
E745S_02776	gene	249				
E745S_02776	CDS	249				hypothetical protein
E745S_02777	gene	405	ohrB_2			
E745S_02777	CDS	405	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
E745S_02778	gene	1044				
E745S_02778	CDS	1044				hypothetical protein
E745S_02779	gene	564	hsdS			
E745S_02779	CDS	564	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
E745S_02780	gene	510				
E745S_02780	CDS	510				hypothetical protein
E745S_02781	gene	651				
E745S_02781	CDS	651				hypothetical protein
E745S_02782	gene	954				
E745S_02782	CDS	954			COG2826	IS30 family transposase IS1252
E745S_02783	gene	300				
E745S_02783	CDS	300				hypothetical protein
E745S_02784	gene	606				
E745S_02784	CDS	606		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
E745S_02785	gene	909				
E745S_02785	CDS	909				IS982 family transposase ISEfm1
E745S_02786	gene	555	xerC_12			
E745S_02786	CDS	555	xerC_12			Tyrosine recombinase XerC
E745S_02787	gene	405				
E745S_02787	CDS	405				hypothetical protein
E745S_02788	gene	1149				
E745S_02788	CDS	1149				IS200/IS605 family transposase ISEfa4
E745S_02789	gene	606				
E745S_02789	CDS	606				hypothetical protein
E745S_02790	gene	960				
E745S_02790	CDS	960			COG2826	IS30 family transposase IS1062
E745S_02791	gene	321				
E745S_02791	CDS	321				hypothetical protein
E745S_02792	gene	837				
E745S_02792	CDS	837				IS3 family transposase ISEfa8
E745S_02793	gene	291				
E745S_02793	CDS	291				IS3 family transposase ISEfa8
E745S_02794	gene	534				
E745S_02794	CDS	534				hypothetical protein
E745S_02795	gene	588	resA			
E745S_02795	CDS	588	resA			Thiol-disulfide oxidoreductase ResA
E745S_02796	gene	837				
E745S_02796	CDS	837				IS3 family transposase ISEfa8
E745S_02797	gene	291				
E745S_02797	CDS	291				IS3 family transposase ISEfa8
E745S_02798	gene	1278				
E745S_02798	CDS	1278				hypothetical protein
E745S_02799	gene	657				
E745S_02799	CDS	657			COG1136	putative ABC transporter ATP-binding protein
E745S_02800	gene	1377				
E745S_02800	CDS	1377				hypothetical protein
E745S_02801	gene	102				
E745S_02801	CDS	102				hypothetical protein
E745S_02802	gene	195				
E745S_02802	CDS	195				hypothetical protein
E745S_02803	gene	1548				
E745S_02803	CDS	1548				IS66 family transposase ISRob1
E745S_02804	gene	1296				
E745S_02804	CDS	1296				ISL3 family transposase ISEfa5
E745S_02805	gene	492				
E745S_02805	CDS	492				hypothetical protein
E745S_02806	gene	696				
E745S_02806	CDS	696				IS1182 family transposase ISEfa7
E745S_02807	gene	816	cutD			
E745S_02807	CDS	816	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
E745S_02808	gene	237				
E745S_02808	CDS	237				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
E745S_02809	gene	288				
E745S_02809	CDS	288				hypothetical protein
E745S_02810	gene	786	hisK			
E745S_02810	CDS	786	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
E745S_02811	gene	1101				
E745S_02811	CDS	1101				hypothetical protein
E745S_02812	gene	825				
E745S_02812	CDS	825				hypothetical protein
E745S_02813	gene	816				
E745S_02813	CDS	816				hypothetical protein
E745S_02814	gene	831				
E745S_02814	CDS	831				hypothetical protein
E745S_02815	gene	1032	btuD_6			
E745S_02815	CDS	1032	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
E745S_02816	gene	1275				
E745S_02816	CDS	1275				ISL3 family transposase IS1476
E745S_02817	gene	729				
E745S_02817	CDS	729			COG4753	putative response regulatory protein
E745S_02818	gene	1575				
E745S_02818	CDS	1575				hypothetical protein
E745S_02819	gene	939	yteP_3			
E745S_02819	CDS	939	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
E745S_02820	gene	912	araQ_7			
E745S_02820	CDS	912	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
E745S_02821	gene	1473				
E745S_02821	CDS	1473				hypothetical protein
E745S_02822	gene	612				
E745S_02822	CDS	612				hypothetical protein
E745S_02823	gene	1047				
E745S_02823	CDS	1047				hypothetical protein
E745S_02824	gene	792				
E745S_02824	CDS	792				hypothetical protein
E745S_02825	gene	2982	ebgA			
E745S_02825	CDS	2982	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
E745S_02826	gene	1662				
E745S_02826	CDS	1662				hypothetical protein
E745S_02827	gene	933				
E745S_02827	CDS	933				hypothetical protein
E745S_02828	gene	1614	guaA_2			
E745S_02828	CDS	1614	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
E745S_02829	gene	1275				
E745S_02829	CDS	1275				ISL3 family transposase IS1476
E745S_02830	gene	654	qseB			
E745S_02830	CDS	654	qseB			Transcriptional regulatory protein QseB
E745S_02831	gene	1320				
E745S_02831	CDS	1320				hypothetical protein
E745S_02832	gene	1179				
E745S_02832	CDS	1179				IS256 family transposase ISEf1
E745S_02833	gene	261				
E745S_02833	CDS	261				hypothetical protein
E745S_02834	gene	1149				
E745S_02834	CDS	1149				IS200/IS605 family transposase ISEfa4
E745S_02835	gene	405				
E745S_02835	CDS	405				hypothetical protein
E745S_02836	gene	1296				
E745S_02836	CDS	1296				ISL3 family transposase ISEfa5
E745S_02837	gene	378				
E745S_02837	CDS	378				IS256 family transposase ISBsu2
E745S_02838	gene	864				
E745S_02838	CDS	864				IS256 family transposase ISBsu2
E745S_02839	gene	570				
E745S_02839	CDS	570				IS3 family transposase ISEnfa3
E745S_02840	gene	537				
E745S_02840	CDS	537				hypothetical protein
E745S_02841	gene	291				
E745S_02841	CDS	291				IS3 family transposase IS1485
E745S_02842	gene	837				
E745S_02842	CDS	837				IS3 family transposase IS1485
E745S_02843	gene	456	crr			
E745S_02843	CDS	456	crr			PTS system glucose-specific EIIA component
E745S_02844	gene	2193	agaA_3			
E745S_02844	CDS	2193	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
E745S_02845	gene	855	rhaS_3			
E745S_02845	CDS	855	rhaS_3			HTH-type transcriptional activator RhaS
E745S_02846	gene	1341	scrB_1			
E745S_02846	CDS	1341	scrB_1	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
E745S_02847	gene	1386	treP_2			
E745S_02847	CDS	1386	treP_2		COG1263	PTS system trehalose-specific EIIBC component
E745S_02848	gene	1149				
E745S_02848	CDS	1149				IS200/IS605 family transposase ISEfa4
E745S_02849	gene	405				
E745S_02849	CDS	405				hypothetical protein
E745S_02850	gene	1428				
E745S_02850	CDS	1428				IS1182 family transposase ISEfa12
E745S_02851	gene	837				
E745S_02851	CDS	837				IS3 family transposase IS1485
E745S_02852	gene	735	nagR_2			
E745S_02852	CDS	735	nagR_2		COG2188	HTH-type transcriptional repressor NagR
E745S_02853	gene	1170	agaS			
E745S_02853	CDS	1170	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
E745S_02854	gene	996	lacD			
E745S_02854	CDS	996	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
E745S_02855	gene	927				
E745S_02855	CDS	927				hypothetical protein
E745S_02856	gene	1251	licC_3			
E745S_02856	CDS	1251	licC_3		COG1455	Lichenan permease IIC component
E745S_02857	gene	954				
E745S_02857	CDS	954			COG2826	IS30 family transposase IS1252
E745S_02858	gene	1086	xerS			
E745S_02858	CDS	1086	xerS		COG0582	Tyrosine recombinase XerS
E745S_02859	gene	519				
E745S_02859	CDS	519				hypothetical protein
E745S_02860	gene	837				
E745S_02860	CDS	837				IS3 family transposase IS1485
E745S_02861	gene	477				
